userId,itemId,timestamp,relevant
A16C9QBZHS9UDO,B000VRQQRS,2010-07-22,1
A16C9QBZHS9UDO,B000VRQQRS,2010-07-22,1
A16C9QBZHS9UDO,B001K69F9U,2011-06-04,1
A16C9QBZHS9UDO,B001QTSLL4,2011-06-04,1
A175TPTHMNS7S4,B000W18GBW,2004-06-30,1
A175TPTHMNS7S4,B000W18GBW,2004-06-30,1
A175TPTHMNS7S4,B00Q6S8FKC,2006-06-16,1
A175TPTHMNS7S4,B01DEH3RTQ,2008-11-14,1
A17IFEOIVJJGHO,B002IEW504,2013-05-08,1
A17IFEOIVJJGHO,B006L5O9GY,2013-05-08,1
A17IFEOIVJJGHO,B007Y1ANKK,2013-05-08,1
A1A7XZ82HWIPT4,B000TEAYVW,2013-08-30,1
A1A7XZ82HWIPT4,B0013EZ1PQ,2013-08-30,1
A1A7XZ82HWIPT4,B0013EZ1PQ,2013-08-30,1
A1A7XZ82HWIPT4,B00137G9KY,2016-07-17,1
A1ANRKHR4QWXJU,B001UI9KXE,2009-03-24,1
A1ANRKHR4QWXJU,B000W1UOTY,2010-07-17,1
A1ANRKHR4QWXJU,B000W1UOTY,2010-07-17,1
A1BLT7XVO4JLW5,B00137MN9U,2013-02-08,1
A1BLT7XVO4JLW5,B00137WV4C,2013-02-08,1
A1BLT7XVO4JLW5,B00137MN9U,2013-02-08,1
A1BLT7XVO4JLW5,B00137WV4C,2013-02-08,1
A1BYA1IVKO7U79,B0070R90ZC,2015-03-16,1
A1BYA1IVKO7U79,B0012DJSZC,2015-04-14,1
A1BYA1IVKO7U79,B0012DJSZC,2015-04-14,1
A1BYA1IVKO7U79,B001NYVYAW,2015-05-02,1
A1CBNXMVQUZ4D5,B003RFUULO,2013-10-24,1
A1CBNXMVQUZ4D5,B004EF3GOY,2013-11-05,1
A1CBNXMVQUZ4D5,B00BYQEGG8,2013-11-05,1
A1CBNXMVQUZ4D5,B006MT8U28,2014-01-31,1
A1D7V8B3XID75M,B005OC6A9Y,2013-01-28,1
A1D7V8B3XID75M,B005A1ER0I,2013-02-03,1
A1D7V8B3XID75M,B00MXBIPQK,2015-06-16,1
A1HP007AUAZEWI,B0013DCCS6,2001-09-21,1
A1HP007AUAZEWI,B0013DCCS6,2001-09-21,1
A1HP007AUAZEWI,B00FHFTZSQ,2012-01-12,1
A1IKFIFSJ5AESL,B0011DI5S4,2009-05-13,1
A1IKFIFSJ5AESL,B0011DI5S4,2009-05-13,1
A1IRQDYU5WRADA,B0043WGDL6,2014-08-16,1
A1IRQDYU5WRADA,B005LYNDCC,2015-03-25,1
A1IRQDYU5WRADA,B011DBV2NI,2016-09-28,1
A1JRENLHPHUGD8,B000W25KEW,2017-08-04,1
A1JRENLHPHUGD8,B001O3R4RE,2017-08-04,1
A1JRENLHPHUGD8,B002EYKKDC,2017-08-04,1
A1JRENLHPHUGD8,B00FK6RCGY,2017-08-04,1
A1LUQHJ3O9YEAL,B00BU2XSVK,2014-10-08,1
A1LUQHJ3O9YEAL,B00CZF8B68,2015-02-02,1
A1LUQHJ3O9YEAL,B00IKS2BHY,2015-02-18,1
A1LUQHJ3O9YEAL,B00SL8M6VO,2015-04-05,1
A1M2DEVYP4646Q,B000VH32T8,2013-04-24,1
A1M2DEVYP4646Q,B00HUIHTKY,2014-07-24,1
A1M2DEVYP4646Q,B01EZLD0HY,2016-08-17,1
A1M2DEVYP4646Q,B00NW3ZHUA,2016-11-10,1
A1OB2H416ARLFJ,B001A38558,2014-04-03,1
A1OB2H416ARLFJ,B00KNTFZQM,2014-09-30,1
A1OB2H416ARLFJ,B009P3S1PO,2015-02-09,1
A1OB2H416ARLFJ,B0012FE454,2016-08-02,1
A1OB5L3WMHJAD9,B000006045,2000-07-16,1
A1OB5L3WMHJAD9,B0035XJF0A,2011-04-13,1
A1OB5L3WMHJAD9,B00DHQ208Y,2014-06-12,1
A1OI7MY6EIYHJF,B0026BI3OQ,2014-03-06,1
A1OI7MY6EIYHJF,B00137X4WU,2014-03-14,1
A1OI7MY6EIYHJF,B0011Z3ETM,2014-03-15,1
A1OI7MY6EIYHJF,B0011Z3ETM,2014-03-15,1
A1OZ7TK68Y78PS,B00136LR84,2017-04-22,1
A1OZ7TK68Y78PS,B00137XKE2,2017-04-22,1
A1OZ7TK68Y78PS,B006W9T31K,2017-04-22,1
A1OZ7TK68Y78PS,B006WBYEJO,2017-04-22,1
A1OZLY0Y0UX90O,B00138CZ1K,2004-10-30,1
A1OZLY0Y0UX90O,B00138CZ1K,2004-10-30,1
A1OZLY0Y0UX90O,B00122909W,2005-06-24,1
A1OZLY0Y0UX90O,B00122909W,2005-06-24,1
A1PE70V1WJIRT5,B00A70VSOK,2013-12-29,1
A1PE70V1WJIRT5,B00CZF8B68,2014-03-24,1
A1PE70V1WJIRT5,B004N09U90,2014-06-07,1
A1PE70V1WJIRT5,B00TINQKX6,2015-03-12,1
A1SPJ7SH4DL0XY,B000W11JU2,2015-07-05,1
A1SPJ7SH4DL0XY,B000W1MCBW,2015-07-05,1
A1SPJ7SH4DL0XY,B00TINQUSQ,2015-08-08,1
A1SPJ7SH4DL0XY,B00U3WJOVQ,2015-08-08,1
A1TJEQR04YNNIH,B0027OQ2ZY,2000-10-15,1
A1TJEQR04YNNIH,B005MVLI8A,2001-08-22,1
A1TJEQR04YNNIH,B0017U96NY,2001-09-10,1
A1TJEQR04YNNIH,B0017U96NY,2001-09-10,1
A1WJ83E71GQW84,B00122O10K,2014-01-28,1
A1WJ83E71GQW84,B00122O10K,2014-01-28,1
A1WJ83E71GQW84,B01B6X0QC6,2016-07-25,1
A1X73QJ7D1W57Q,B002UXK0Z0,2009-10-27,1
A1X73QJ7D1W57Q,B008GOL5G0,2012-07-22,1
A1X73QJ7D1W57Q,B009P3S1PO,2012-12-13,1
A1XMJDCXT7R9J9,B0011W1U9G,2014-04-05,1
A1XMJDCXT7R9J9,B0011W1U9G,2014-04-05,1
A1XMJDCXT7R9J9,B002FNAYW4,2014-08-23,1
A1XMJDCXT7R9J9,B006KYJLAK,2014-09-19,1
A1YNH0LC69JYU4,B0170977HC,2016-01-23,1
A1YNH0LC69JYU4,B00JGEYCJG,2016-01-23,1
A1YNH0LC69JYU4,B00KZLZFN6,2016-01-23,1
A1YNH0LC69JYU4,B00LPQGCM8,2016-01-23,1
A1ZDEP6B46JPJ4,B001KPQT2C,2015-06-19,1
A1ZDEP6B46JPJ4,B002FN1HR0,2015-06-19,1
A1ZDEP6B46JPJ4,B00U3WJKKQ,2015-06-19,1
A1ZDEP6B46JPJ4,B00U3WJJHU,2015-06-19,1
A25KVM6GJBLISZ,B001237DT0,2013-12-27,1
A25KVM6GJBLISZ,B001237DT0,2013-12-27,1
A25KVM6GJBLISZ,B00EOKQBHS,2014-05-26,1
A25KVM6GJBLISZ,B00122RX8C,2016-07-24,1
A26P2849EZKMJ2,B00Q7SKT28,2015-02-17,1
A26P2849EZKMJ2,B01DQ6ORL2,2016-05-23,1
A26P2849EZKMJ2,B004NYMVNI,2017-04-18,1
A26P2849EZKMJ2,B00SYUF8O6,2017-11-26,1
A28RCAA27DE22E,B004BRP7R4,2011-07-25,1
A28RCAA27DE22E,B00FSZZTXK,2014-07-21,1
A28RCAA27DE22E,B00U3WJHCW,2017-04-22,1
A2BTUGLLMUAUYZ,B00122V306,2015-10-12,1
A2BTUGLLMUAUYZ,B00122X386,2015-10-12,1
A2BTUGLLMUAUYZ,B00122Z74O,2015-10-12,1
A2BTUGLLMUAUYZ,B00122Z6UE,2015-10-12,1
A2BW07R3F1W1P2,B0011Z76XW,2013-06-07,1
A2BW07R3F1W1P2,B0011Z76XW,2013-06-07,1
A2BW07R3F1W1P2,B00I3RH0G4,2015-02-20,1
A2BW07R3F1W1P2,B00137TNVG,2015-05-29,1
A2CSPKSW50G3KE,B00GLP4BL2,2016-09-25,1
A2CSPKSW50G3KE,B00GLP4CRK,2016-09-25,1
A2CSPKSW50G3KE,B00GLP4DMO,2016-09-26,1
A2CSPKSW50G3KE,B00GLP4AJK,2016-09-26,1
A2DBRV2EKNXPY0,B00265UBM4,2009-05-06,1
A2DBRV2EKNXPY0,B00122CATE,2010-07-11,1
A2DBRV2EKNXPY0,B00122CATE,2010-07-11,1
A2FQO0L1UCP0L5,B001KQGG38,2012-11-27,1
A2FQO0L1UCP0L5,B003N53G28,2012-11-27,1
A2FQO0L1UCP0L5,B0059H09DC,2012-11-27,1
A2FQO0L1UCP0L5,B00EH49FRE,2013-09-25,1
A2H1CQD2S33SDF,B00123FYLE,2014-05-25,1
A2H1CQD2S33SDF,B00123FYLE,2014-05-25,1
A2H1CQD2S33SDF,B00137XCRC,2016-03-29,1
A2H1CQD2S33SDF,B002FN1HR0,2017-01-03,1
A2KB1QQNO56CDL,B001380MU6,2015-04-10,1
A2KB1QQNO56CDL,B001380MU6,2015-04-10,1
A2KB1QQNO56CDL,B001NYPO1W,2015-04-10,1
A2KB1QQNO56CDL,B0072R6ZYY,2015-04-10,1
A2LH31WCHOB2YQ,B01FENMQJU,2016-07-10,1
A2LH31WCHOB2YQ,B01H3TPVDQ,2016-07-26,1
A2LH31WCHOB2YQ,B01EPF15BI,2016-09-06,1
A2LH31WCHOB2YQ,B001CXFVA8,2016-09-24,1
A2MSZTF9GRWAJ1,B00558P3AO,2011-10-01,1
A2MSZTF9GRWAJ1,B001VE730E,2011-10-13,1
A2MSZTF9GRWAJ1,B00940XDF6,2013-03-16,1
A2MU3Q1XD20UNG,B001KPUQGC,2013-03-17,1
A2MU3Q1XD20UNG,B002HP8EKE,2013-03-17,1
A2MU3Q1XD20UNG,B000W0COL6,2013-03-17,1
A2PE6YSJ4BVVXN,B00CJAGPQC,2014-01-13,1
A2PE6YSJ4BVVXN,B00137G8FK,2014-05-28,1
A2PE6YSJ4BVVXN,B00137G8FK,2014-05-28,1
A2PE6YSJ4BVVXN,B001IPNHRY,2014-05-28,1
A2SCLUSIIR1CXT,B002NSOGZW,2010-04-20,1
A2SCLUSIIR1CXT,B00D5YSOX8,2013-10-09,1
A2SCLUSIIR1CXT,B00U6VQRRS,2015-08-21,1
A2SCLUSIIR1CXT,B00HUEXVL4,2016-01-28,1
A2TCG2HV1VJP6V,B00136JL8W,2011-02-15,1
A2TCG2HV1VJP6V,B0013D6QP6,2011-02-15,1
A2TCG2HV1VJP6V,B00136JL8W,2011-02-15,1
A2TCG2HV1VJP6V,B0013D6QP6,2011-02-15,1
A2UXKWVHJ0JSHN,B001ESDIQ0,2009-11-20,1
A2UXKWVHJ0JSHN,B002MMJ622,2009-11-20,1
A2UXKWVHJ0JSHN,B002NXTHWE,2009-11-20,1
A2VHYWSV7ZLZOV,B000WAJIE2,2008-12-01,1
A2VHYWSV7ZLZOV,B000WAJIE2,2008-12-01,1
A2VHYWSV7ZLZOV,B01C222CGI,2016-06-18,1
A2VRXV6VILWQG7,B000BD8WUQ,2008-09-05,1
A2VRXV6VILWQG7,B000JFBB3G,2008-09-05,1
A2VRXV6VILWQG7,B000BD5OPM,2010-06-13,1
A300AR4IM0KW21,B0000CFWZA,2005-11-06,1
A300AR4IM0KW21,B001O3WOVK,2008-12-28,1
A300AR4IM0KW21,B0014HVZX4,2009-01-02,1
A300AR4IM0KW21,B0014HVZX4,2009-01-02,1
A315K3O14KR8MO,B001NRXZQ0,2016-08-01,1
A315K3O14KR8MO,B001R6BAG4,2016-10-13,1
A315K3O14KR8MO,B01HEIPV22,2016-11-28,1
A315K3O14KR8MO,B000VZKR0W,2018-01-10,1
A31LBGKYAK3IYT,B004EK6UGU,2011-02-20,1
A31LBGKYAK3IYT,B00123BCKQ,2013-08-01,1
A31LBGKYAK3IYT,B00123BCKQ,2013-08-01,1
A31OPSNAXK3UA7,B00138F3BO,2005-08-01,1
A31OPSNAXK3UA7,B001NCO758,2006-10-27,1
A31OPSNAXK3UA7,B005ES4KRM,2009-01-19,1
A31OPSNAXK3UA7,B008KDB79M,2013-11-06,1
A32BAE3NTNZDBT,B000S52JDS,2018-03-13,1
A32BAE3NTNZDBT,B000S5421K,2018-03-13,1
A32BAE3NTNZDBT,B001BY0M8Y,2018-03-13,1
A32BAE3NTNZDBT,B005TLZC08,2018-03-13,1
A33H4L0B1I1CYT,B001FXOL4W,2016-03-02,1
A33H4L0B1I1CYT,B005UA0GI6,2017-01-02,1
A33H4L0B1I1CYT,B003W2A96I,2017-06-07,1
A33H4L0B1I1CYT,B005T18DOK,2017-09-01,1
A3634HXCI9SCVL,B0011Z2Y16,2016-03-31,1
A3634HXCI9SCVL,B0011Z2Y16,2016-03-31,1
A3634HXCI9SCVL,B00122CAQM,2016-03-31,1
A3634HXCI9SCVL,B00122CATE,2016-03-31,1
A376KW9VEPA6GJ,B00136Q306,2008-06-27,1
A376KW9VEPA6GJ,B00136Q306,2008-06-27,1
A376KW9VEPA6GJ,B00136Q306,2008-06-27,1
A376KW9VEPA6GJ,B00136Q306,2008-06-27,1
A37J28Z4FRRGNO,B000WZWW7M,2013-01-12,1
A37J28Z4FRRGNO,B000WZWW7M,2013-01-12,1
A37J28Z4FRRGNO,B00136LL6C,2014-09-14,1
A37J28Z4FRRGNO,B00136LL6C,2014-09-14,1
A38R0Y71VLCHBS,B0096RLJTY,2014-01-20,1
A38R0Y71VLCHBS,B0013V2PEE,2014-03-24,1
A38R0Y71VLCHBS,B0013V2PEE,2014-03-24,1
A38R0Y71VLCHBS,B004XM0TUW,2016-11-28,1
A3ADMTSOPT9QX9,B000S43HH6,2015-04-15,1
A3ADMTSOPT9QX9,B001QSGILA,2015-04-15,1
A3ADMTSOPT9QX9,B008ZB9U8O,2015-05-02,1
A3DQZLUDQ86MPC,B001J29K6I,2013-05-22,1
A3DQZLUDQ86MPC,B002NXKLYW,2013-06-19,1
A3DQZLUDQ86MPC,B003J5SR8A,2013-06-19,1
A3DQZLUDQ86MPC,B00137KRA2,2013-06-19,1
A3E8YARB3418TI,B002XMJ7IO,2016-01-29,1
A3E8YARB3418TI,B00NJMNLRK,2016-01-29,1
A3E8YARB3418TI,B001227IIM,2016-01-29,1
A3E8YARB3418TI,B00122D3I6,2016-01-29,1
A3EXZJLQLQ8XCS,B000QVU0OE,2014-07-17,1
A3EXZJLQLQ8XCS,B001UQPZJO,2014-09-30,1
A3EXZJLQLQ8XCS,B00122NV10,2014-10-01,1
A3EXZJLQLQ8XCS,B00OSCEOLW,2015-05-04,1
A3FC7KT1F6VJDV,B00OOLLBB8,2015-07-27,1
A3FC7KT1F6VJDV,B000S50VHE,2015-08-03,1
A3FC7KT1F6VJDV,B002L4U5RG,2015-08-03,1
A3FC7KT1F6VJDV,B00UPAWWBU,2015-12-19,1
A3HFPK3AMDNGBI,B0010YL0VS,2009-01-17,1
A3HFPK3AMDNGBI,B0010YL0VS,2009-01-17,1
A3HFPK3AMDNGBI,B0070LQJ7U,2011-07-14,1
A3HFPK3AMDNGBI,B00NPZI1ZS,2014-11-11,1
A3MNJ0G662SVFU,B00CZF8B68,2014-10-14,1
A3MNJ0G662SVFU,B000WGWVF4,2014-10-14,1
A3MNJ0G662SVFU,B0010W4LN4,2014-10-20,1
A3O6LVHAMZWZQE,B00123HX5O,2015-07-24,1
A3O6LVHAMZWZQE,B002HP8EKE,2015-10-23,1
A3O6LVHAMZWZQE,B0058CK0KK,2017-01-04,1
A3ORZHLN8CUZM,B002FTK8PG,2015-09-14,1
A3ORZHLN8CUZM,B0011W1XJS,2015-09-14,1
A3ORZHLN8CUZM,B004AQRBUM,2015-09-14,1
A3ORZHLN8CUZM,B00CWQBM1G,2015-09-14,1
A3PIHR2GM3QQHU,B0011Z768M,2013-01-09,1
A3PIHR2GM3QQHU,B0011Z768M,2013-01-09,1
A3PIHR2GM3QQHU,B0012C4G8M,2013-05-08,1
A3PIHR2GM3QQHU,B0012C4G8M,2013-05-08,1
A3QS1EPDZTLPWS,B000T1HLCK,2011-02-24,1
A3QS1EPDZTLPWS,B00NRBLAEO,2016-06-01,1
A3SN77PT1CLWQ7,B00137QVXE,2012-12-27,1
A3SN77PT1CLWQ7,B00137QVXE,2012-12-27,1
A3SN77PT1CLWQ7,B009KGKF3M,2012-12-27,1
A3SN77PT1CLWQ7,B00BC3UH20,2013-05-01,1
A3UKMGMJAKU9SG,B0065Y2H3I,2012-03-24,1
A3UKMGMJAKU9SG,B006KYH2G0,2012-03-24,1
A3UKMGMJAKU9SG,B00C6MPHBC,2016-02-07,1
A3UKMGMJAKU9SG,B001384UKE,2018-03-03,1
A3UNVFF8XZH5Z9,B00906I2K0,2013-02-22,1
A3UNVFF8XZH5Z9,B003HB7OFS,2013-03-27,1
A3UNVFF8XZH5Z9,B006JVNFLU,2013-03-27,1
A3UNVFF8XZH5Z9,B009CW0FXO,2013-03-27,1
A4UKBG3M5U5TI,B001DU4PHA,2008-08-30,1
A4UKBG3M5U5TI,B0013DDL18,2008-10-26,1
A4UKBG3M5U5TI,B001LY9J6K,2008-12-29,1
A4UKBG3M5U5TI,B001V7ONYU,2009-04-03,1
A5R336VHUTPQR,B0083EW97W,2012-07-04,1
A5R336VHUTPQR,B0098WX1E8,2012-11-16,1
A5R336VHUTPQR,B00FW68YKA,2015-04-18,1
A5R336VHUTPQR,B00VF3YXUY,2015-06-17,1
A7C4ULNO8YTYW,B00137MFQ6,2014-02-12,1
A7C4ULNO8YTYW,B00137MFQ6,2014-02-12,1
A7C4ULNO8YTYW,B00C90T71W,2014-11-23,1
A7C4ULNO8YTYW,B001BHVUUK,2014-12-26,1
A8YQDFKP7WRMY,B001IXQU3O,2014-08-11,1
A8YQDFKP7WRMY,B001KQIAXW,2015-03-09,1
A8YQDFKP7WRMY,B00PJIGEQW,2016-08-13,1
A8YQDFKP7WRMY,B000VZX0EM,2016-08-13,1
AETG43ARLZDZD,B0076HM2YW,2013-02-18,1
AETG43ARLZDZD,B000WHOW5K,2013-12-18,1
AETG43ARLZDZD,B00BEQZ5J0,2014-01-08,1
AETG43ARLZDZD,B00Y3ZZOH2,2014-11-19,1
AEU8MIO4FKN6L,B000TE9FCG,2013-02-14,1
AEU8MIO4FKN6L,B00137KH9S,2013-02-14,1
AEU8MIO4FKN6L,B00137KH9S,2013-02-14,1
AEU8MIO4FKN6L,B003RRI4QK,2013-02-14,1
AI02PQA7EBT8S,B00123FB0I,2015-04-10,1
AI02PQA7EBT8S,B00137GDHS,2015-04-10,1
AI02PQA7EBT8S,B004B3JHRO,2016-03-16,1
AI02PQA7EBT8S,B0017LC3N8,2018-04-01,1
AJXY5PAB17I9U,B00137UV44,2015-02-20,1
AJXY5PAB17I9U,B00123F8Y2,2015-05-17,1
AJXY5PAB17I9U,B00123F8Y2,2015-05-17,1
AJXY5PAB17I9U,B00B113E0U,2015-10-22,1
AL3Z1LZXS0Q1U,B00138J3CE,2000-05-18,1
AL3Z1LZXS0Q1U,B00138J3CE,2000-05-18,1
AL3Z1LZXS0Q1U,B00138KN0A,2003-05-16,1
AL3Z1LZXS0Q1U,B00138KN0A,2003-05-16,1
AL4SPZXCANCQJ,B009G3VV7I,2013-08-20,1
AL4SPZXCANCQJ,B000VZJUFA,2015-02-25,1
AL4SPZXCANCQJ,B000VZO56Y,2015-02-25,1
AL4SPZXCANCQJ,B00123FZ0O,2015-02-25,1
AOGGVFMTI32TH,B00IGIZUGW,2014-03-15,1
AOZR7Q3ZH2TFK,B0011Z310Y,2015-10-27,1
AOZR7Q3ZH2TFK,B0011Z310Y,2015-10-27,1
AOZR7Q3ZH2TFK,B0049SEVJA,2015-10-27,1
APYU98H2985DC,B00O5GA4CE,2014-11-18,1
APYU98H2985DC,B00Q7SKT28,2015-02-05,1
APYU98H2985DC,B011JVZ34G,2015-10-09,1
AR0ZMU7YZW7JR,B000WGFX36,2013-04-27,1
AR0ZMU7YZW7JR,B000WGFX36,2013-04-27,1
AR0ZMU7YZW7JR,B001MCMVMA,2013-04-27,1
AR0ZMU7YZW7JR,B001MCMWJC,2013-04-27,1
AS1WAYYI800SJ,B00F94RZV4,2013-11-02,1
AS1WAYYI800SJ,B001OFZRXA,2014-02-09,1
AS1WAYYI800SJ,B000QP6SVY,2014-05-14,1
AS1WAYYI800SJ,B00CZF8B68,2014-11-18,1
AVVSWEWS476Q3,B001U82KLI,2012-01-09,1
AVVSWEWS476Q3,B00122IPBG,2013-01-23,1
AVVSWEWS476Q3,B003UPM8CA,2014-01-04,1
AVVSWEWS476Q3,B01731IYRO,2016-02-16,1
AXPYGNIC5ZIXS,B001GFKIBE,2000-05-25,1
AXPYGNIC5ZIXS,B00136NUG6,2000-07-22,1
AXPYGNIC5ZIXS,B00136NUG6,2000-07-22,1
AXPYGNIC5ZIXS,B001QP9FWC,2002-03-11,1
AZV2U6GU5QA6C,B0042UC0SO,2014-12-17,1
AZV2U6GU5QA6C,B00EWS5IO4,2015-11-08,1
AZV2U6GU5QA6C,B009D0Q5PM,2016-11-21,1
